,YR,MO,DY,HR,LAT,LON,IM,ATTC,TI,LI,DS,VS,NID,II,ID,C1,DI,D,WI,W,VI,VV,WW,W1,SLP,A,PPP,IT,AT,WBTI,WBT,DPTI,DPT,SI,SST,N,NH,CL,HI,H,CM,CH,WD,WP,WH,SD,SP,SH,BSI,B10,B1,DCK,SID,PT,DUPS,DUPC,TC,PB,WX,SX,C2,AQCS,ND,TRMS,NQCS,QCE,LZ,QCZ,UID,RN1,RN2,RN3,RSA,IRF,grid_group,climate_zone,target_zone,comments
1606,1795,9,19.0,7.0,-32.3,80.67,1,3,0.0,5,,,3.0,10,WOODCOT,,,,5.0,,,,,,1005.5,,,,15.0,,,,,,,,,,,,,,,,,,,,,438,20,248,148,5,0,,,,,,,,2.0,F1614F,11AAA11AAAAAAA,,,,CZ3SH0,3,0,0,2,1,"(80, -33)",3,3.2,"FOGGY     ,SWELL,,,,,,,"
1607,1795,9,19.0,7.0,-32.33,82.05,1,3,0.0,5,,,3.0,10,EARL OXFD,,,,,,,,,,,,,,15.6,,,,,,,,,,,,,,,,,,,,,438,22,248,148,5,0,,,,,,,,2.0,F1FF6F,17AAA61AAAAAAA,,,,CZ3SH1,3,0,0,2,1,"(82, -33)",3,3.2,"RAIN,CLOUDY,,,,,,,,"
1608,1795,9,19.0,8.0,-34.93,67.45,1,3,0.0,5,,,3.0,10,MQ LNDSDN,,,,,,,,,,1016.2,,,,13.3,,,,,,,,,,,,,,,,,,,,,436,47,248,148,5,0,,,,,,,,2.0,F1FF1F,1AAAA11AAAAAAA,,,,CZ3SH2,3,0,0,2,1,"(67, -35)",3,3.2,"CLOUDY,,,,,,,,"
1615,1795,9,20.0,7.0,-29.6,82.15,1,3,0.0,5,,,3.0,10,EARL OXFD,,,,,,,,,,,,,,15.6,,,,,,,,,,,,,,,,,,,,,402,92,248,148,5,0,,,,,,,,2.0,F1FF6F,17AAA91AAAAAAA,,,,CZ3SHG,3,0,0,2,1,"(82, -30)",3,3.2,"CLOUDY,RAIN     ,SWELL,SWELL FALLEN,,,,,,,"
1616,1795,9,20.0,7.0,-29.75,80.95,1,3,0.0,5,,,3.0,10,WOODCOT,,,191.0,5.0,9.3,,,,,,,,,15.6,,,,,,,,,,,,,,,,,,,,,402,90,248,148,5,0,,,,,,,,2.0,F1136F,11AAA11AAAAAAA,,,,CZ3SHH,3,0,0,2,1,"(80, -30)",3,3.2,"HAZY,RAIN,SMALL RAIN,FOGGY     ,VERY HIGH SEA,,,,,,,"
1617,1795,9,20.0,7.0,-29.78,80.95,1,3,0.0,5,,,3.0,10,WOODCOT,,,191.0,5.0,9.3,,,,,,,,,15.6,,,,,,,,,,,,,,,,,,,,,402,90,248,148,5,0,,,,,,,,2.0,F1136F,11AAA11AAAAAAA,,,,CZ3SHI,3,0,0,2,1,"(80, -30)",3,3.2,"RAIN,SMALL RAIN,FOGGY,SQUALLS     ,VERY HEAVY SEA,,,,,,,"
1618,1795,9,20.0,7.0,-34.15,69.7,1,3,0.0,5,,,3.0,10,MQ LNDSDN,,,,,,,,,,1016.1,,,,13.3,,,,,,,,,,,,,,,,,,,,,436,49,248,148,5,0,,,,,,,,2.0,F1FF1F,1AAAA11AAAAAAA,,,,CZ3SHJ,3,0,0,2,1,"(69, -35)",3,3.2,"SMALL RAIN,CLOUDY,,,,,,,,"
1624,1795,9,21.0,6.0,-26.57,82.8,1,3,0.0,5,,,3.0,10,EARL OXFD,,,,,,,,,,,,,,17.2,,,,,,,,,,,,,,,,,,,,,402,62,248,148,5,0,,,,,,,,2.0,F1FFCF,17AAA11AAAAAAA,,,,CZ3SHV,3,0,0,2,1,"(82, -27)",3,3.2,"CLOUDY,SQUALLY,RAIN,,,,,,,,"
1626,1795,9,21.0,7.0,-26.63,81.5,1,3,0.0,5,,,3.0,10,WOODCOT,,,124.0,5.0,9.3,,,,,,,,,16.7,,,,,,,,,,,,,,,,,,,,,402,61,248,148,5,0,,,,,,,,2.0,F111CF,11AAA11AAAAAAA,,,,CZ3SHY,3,0,0,2,1,"(81, -27)",3,3.2,"HAZY,,,,,,,,"
1627,1795,9,21.0,7.0,-26.63,81.5,1,3,0.0,5,,,3.0,10,WOODCOT,,,124.0,5.0,9.3,,,,,,,,,16.7,,,,,,,,,,,,,,,,,,,,,402,61,248,148,5,0,,,,,,,,2.0,F111CF,11AAA11AAAAAAA,,,,CZ3SHZ,3,0,0,2,1,"(81, -27)",3,3.2,"HAZY,PLEASANT,,,,,,,,"
1628,1795,9,21.0,7.0,-32.78,70.7,1,3,0.0,5,,,3.0,10,MQ LNDSDN,,,,5.0,,,,,,1019.1,,,,15.0,,,,,,,,,,,,,,,,,,,,,437,20,248,148,5,0,,,,,,,,2.0,F1FF1F,12AAA11AAAAAAA,,,,CZ3SI0,3,0,0,2,1,"(70, -33)",3,3.2,"CLOUDY,,,,,,,,"
1636,1795,9,22.0,6.0,-23.5,83.22,1,3,0.0,5,,,3.0,10,EARL OXFD,,,,,,,,,,,,,,18.9,,,,,,,,,,,,,,,,,,,,,402,33,248,148,5,0,,,,,,,,2.0,F1FF6F,1AAAA11AAAAAAA,,,,CZ3SIC,3,0,0,2,1,"(83, -24)",3,3.2,"CLOUDY     ,CROSS UNEASY SWELL,,,,,,,"
1638,1795,9,22.0,7.0,-23.45,82.33,1,3,0.0,5,,,3.0,10,WOODCOT,,,,5.0,,,,,,,,,,18.3,,,,,,,,,,,,,,,,,,,,,402,32,248,148,5,0,,,,,,,,2.0,F2FF7F,17AAA11AAAAAAA,,,,CZ3SIF,3,0,0,2,1,"(82, -24)",3,3.2,"CLOUDY,PLEASANT,,,,,,,,"
1639,1795,9,22.0,7.0,-23.45,82.33,1,3,0.0,5,,,3.0,10,WOODCOT,,,82.0,5.0,12.3,,,,,,,,,18.3,,,,,,,,,,,,,,,,,,,,,402,32,248,148,5,0,,,,,,,,2.0,F2426F,11AAA11AAAAAAA,,,,CZ3SIG,3,0,0,2,1,"(82, -24)",3,3.2,"CLOUDY,SQUALLS,,,,,,,,"
1640,1795,9,22.0,7.0,-32.43,71.32,1,3,0.0,5,,,3.0,10,MQ LNDSDN,,,,,,,,,,1018.8,,,,16.7,,,,,,,,,,,,,,,,,,,,,437,21,248,148,5,0,,,,,,,,2.0,F1FF1F,1AAAA11AAAAAAA,,,,CZ3SIH,3,0,0,2,1,"(71, -33)",3,3.2,",,,,,,,,"
1651,1795,9,23.0,7.0,-32.07,72.23,1,3,0.0,5,,,3.0,10,MQ LNDSDN,,,,,,,,,,,,,,17.2,,,,,,,,,,,,,,,,,,,,,437,22,248,148,5,0,,,,,,,,2.0,F3FFCF,17AAA11AAAAAAA,,,,CZ3SIX,3,0,0,2,1,"(72, -33)",3,3.2,"FAIR,,,,,,,,"
1661,1795,9,24.0,7.0,-31.33,74.31,1,3,0.0,3,,,3.0,10,MQ LNDSDN,,,,,,,,,,,,,,17.2,,,,,,,,,,,,,,,,,,,,,437,14,248,148,5,0,,,,,,,,2.0,F1FFCF,17AAA11AAAAAAA,,,,CZ3SJD,3,0,0,2,1,"(74, -32)",3,3.2,"CLEAR,,,,,,,,"
1670,1795,9,25.0,7.0,-29.28,76.4,1,3,0.0,5,,,3.0,10,MQ LNDSDN,,,,,,,,,,1015.0,,,,17.8,,,,,,,,,,,,,,,,,,,,,401,96,248,148,5,0,,,,,,,,2.0,F1FF1F,17AAA11AAAAAAA,,,,CZ3SJT,3,0,0,2,1,"(76, -30)",3,3.2,"FAIR,,,,,,,,"
1682,1795,9,26.0,7.0,-27.53,78.15,1,3,0.0,5,,,3.0,10,MQ LNDSDN,,,,,,,,,,,,,,17.2,,,,,,,,,,,,,,,,,,,,,401,78,248,148,5,0,,,,,,,,2.0,F1FFCF,17AAA11AAAAAAA,,,,CZ3SKB,3,0,0,2,1,"(78, -28)",3,3.2,"RAIN,CLOUDY,,,,,,,,"
1694,1795,9,27.0,7.0,-25.93,78.78,1,3,0.0,5,,,3.0,10,MQ LNDSDN,,,,,,,,,,,,,,18.9,,,,,,,,,,,,,,,,,,,,,401,58,248,148,5,0,,,,,,,,2.0,F1FFCF,1AAAA11AAAAAAA,,,,CZ3SKU,3,0,0,2,1,"(78, -26)",3,3.2,"FAIR,,,,,,,,"
1706,1795,9,28.0,7.0,-24.3,79.45,1,3,0.0,5,,,3.0,10,MQ LNDSDN,,,,,,,,,,,,,,19.4,,,,,,,,,,,,,,,,,,,,,401,49,248,148,5,0,,,,,,,,2.0,F1FFCF,1AAAA91AAAAAAA,,,,CZ3SLD,3,0,0,2,1,"(79, -25)",3,3.2,"CLOUDY,FINE,,,,,,,,"
1837,1795,10,9.0,6.0,-34.72,83.6,1,3,0.0,5,,,3.0,10,BELLONA,,,,,,,,,,,,,,12.2,,,,,,,,,,,,,,,,,,,,,438,43,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ3SQU,3,0,0,2,1,"(83, -35)",3,3.2,"FINE,,,,,,,,"
1838,1795,10,9.0,6.0,-34.72,86.4,1,3,0.0,6,,,,10,174,UK,,,,,,,,,,,,7.0,12.2,,,,,,,,,,,,,,,,,,,,,438,46,730,133,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,0030JQ,3,0,0,2,1,"(86, -35)",3,3.2,"    ,ENGLISH     ,SBW, SBE, WNW, W     ,VARIABLE WINDS     ,FINE     ,    ,    ,   ,   "
1847,1795,10,10.0,6.0,-33.23,85.92,1,3,0.0,5,,,3.0,10,BELLONA,,,,,,,,,,,,,,13.6,,,,,,,,,,,,,,,,,,,,,438,35,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ3SRC,3,0,0,2,1,"(85, -34)",3,3.2,"FINE,,,,,,,,"
1848,1795,10,10.0,6.0,-33.23,88.92,1,3,0.0,6,,,,10,174,UK,,302.0,5.0,9.3,,,,,,,,7.0,13.6,,,,,,,,,,,,,,,,,,,,,438,38,730,133,5,0,,,,,,,,2.0,F111FF,11AAAA1AAAAAAA,,,,0030JX,3,0,0,2,1,"(88, -34)",3,3.2,"    ,ENGLISH     ,W, NW     ,FRESH BREEZES     ,FINE     ,    ,    ,   ,   "
1850,1795,10,10.0,7.0,-34.25,76.45,1,3,0.0,5,,,3.0,10,PC WALE 3,,,,,,,,,,,,,,16.7,,,,,,,,,,,,,,,,,,,,,437,46,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ3SRE,3,0,0,2,1,"(76, -35)",3,3.2,"CLOUDY,FAIR,HAZY,,,,,,,,"
1857,1795,10,11.0,6.0,-30.53,87.72,1,3,0.0,5,,,3.0,10,BELLONA,,,,,,,,,,,,,,16.1,,,,,,,,,,,,,,,,,,,,,438,7,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ3SRV,3,0,0,2,1,"(87, -31)",3,3.2,"RAIN,CLOUDY,,,,,,,,"
1858,1795,10,11.0,6.0,-30.53,90.62,1,3,0.0,6,,,,10,174,UK,,216.0,5.0,9.3,,,,,,,,7.0,16.1,,,,,,,,,,,,,,,,,,,,,439,0,730,133,5,0,,,,,,,,2.0,F111FF,11AAAA1AAAAAAA,,,,0030K2,3,0,0,2,1,"(90, -31)",3,3.2,"    ,ENGLISH     ,NW, NWBW, WSW, SW     ,FRESH BREEZES     ,    ,MIDDLE RAIN     ,    ,CLOUDY    ,   "
1865,1795,10,12.0,6.0,-27.82,91.32,1,3,0.0,6,,,,10,174,UK,,160.0,5.0,6.7,,,,,,,,7.0,15.6,,,,,,,,,,,,,,,,,,,,,403,71,730,133,5,0,,,,,,,,2.0,F211FF,11AAAA1AAAAAAA,,,,0030K9,3,0,0,2,1,"(91, -28)",3,3.2,"    ,ENGLISH     ,SSW, S, SBE     ,MODERATE BREEZES     ,    ,    ,    ,CLOUDY    ,   "
1866,1795,10,12.0,6.0,-28.05,88.42,1,3,0.0,5,,,3.0,10,BELLONA,,,,,,,,,,,,,,15.6,,,,,,,,,,,,,,,,,,,,,402,88,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ3SSE,3,0,0,2,1,"(88, -29)",3,3.2,"CLOUDY,,,,,,,,"
1868,1795,10,12.0,7.0,-31.72,79.42,1,3,0.0,5,,,3.0,10,PC WALE 3,,,,,,,,,,,,,,17.5,,,,,,,,,,,,,,,,,,,,,437,19,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ3SSG,3,0,0,2,1,"(79, -32)",3,3.2,"SMALL RAIN,CLOUDY,,,,,,,,"
1874,1795,10,13.0,6.0,-25.4,89.17,1,3,0.0,5,,,3.0,10,BELLONA,,,,,,,,,,,,,,17.8,,,,,,,,,,,,,,,,,,,,,402,59,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ3SSX,3,0,0,2,1,"(89, -26)",3,3.2,"CLOUDY,,,,,,,,"
1875,1795,10,13.0,6.0,-25.4,92.07,1,3,0.0,6,,,,10,174,UK,,174.0,5.0,6.7,,,,,,,,7.0,17.8,,,,,,,,,,,,,,,,,,,,,403,52,730,133,5,0,,,,,,,,2.0,F111FF,11AAAA1AAAAAAA,,,,0030KF,3,0,0,2,1,"(92, -26)",3,3.2,"    ,ENGLISH     ,SEBS, S     ,PLEASANT BREEZES     ,    ,    ,    ,CLOUDY    ,   "
1877,1795,10,13.0,7.0,-31.0,80.45,1,3,0.0,5,,,3.0,10,PC WALE 3,,,,,,,,,,,,,,17.5,,,,,,,,,,,,,,,,,,,,,438,10,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ3SSZ,3,0,0,2,1,"(80, -31)",3,3.2,"FAIR,CLOUDY,,,,,,,,"
1885,1795,10,14.0,6.0,-23.42,89.03,1,3,0.0,5,,,3.0,10,BELLONA,,,,,,,,,,,,,,18.3,,,,,,,,,,,,,,,,,,,,,402,39,248,148,5,0,,,,,,,,2.0,F2FFFF,17AAAA1AAAAAAA,,,,CZ3STH,3,0,0,2,1,"(89, -24)",3,3.2,"CLOUDY,,,,,,,,"
1886,1795,10,14.0,6.0,-23.58,92.77,1,3,0.0,6,,,,10,174,UK,,152.0,5.0,2.6,,,,,,,,7.0,18.3,,,,,,,,,,,,,,,,,,,,,403,32,730,133,5,0,,,,,,,,2.0,F111FF,11AAAA1AAAAAAA,,,,0030KL,3,0,0,2,1,"(92, -24)",3,3.2,"    ,ENGLISH     ,SBE, SBW, SSE     ,LIGHT BREEZES     ,    ,    ,    ,CLOUDY    ,   "
1887,1795,10,14.0,7.0,-29.85,81.85,1,3,0.0,5,,,3.0,10,PC WALE 3,,,,,,,,,,,,,,18.1,,,,,,,,,,,,,,,,,,,,,402,91,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ3STI,3,0,0,2,1,"(81, -30)",3,3.2,"FAIR,RAIN,,,,,,,,"
1895,1795,10,15.0,6.0,-20.73,90.27,1,3,0.0,5,,,3.0,10,BELLONA,,,,,,,,,,,,,,20.6,,,,,,,,,,,,,,,,,,,,,403,0,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ3STZ,3,0,0,2,1,"(90, -21)",3,3.2,"FINE,,,,,,,,"
1896,1795,10,15.0,6.0,-20.73,93.17,1,3,0.0,6,,,,10,174,UK,,131.0,5.0,6.7,,,,,,,,7.0,20.6,,,,,,,,,,,,,,,,,,,,,403,3,730,133,5,0,,,,,,,,2.0,F111FF,11AAAA1AAAAAAA,,,,0030KR,3,0,0,2,1,"(93, -21)",3,3.2,"    ,ENGLISH     ,SE     ,PLEASANT BREEZES     ,FINE     ,    ,    ,   ,   "
1897,1795,10,15.0,6.0,-28.52,83.03,1,3,0.0,5,,,3.0,10,PC WALE 3,,,,,,,,,,,,,,17.8,,,,,,,,,,,,,,,,,,,,,402,83,248,148,5,0,,,,,,,,2.0,F1FFFF,1AAAAA1AAAAAAA,,,,CZ3SU0,3,0,0,2,1,"(83, -29)",3,3.2,"CLOUDY,FAIR,,,,,,,,"
1903,1795,10,16.0,6.0,-18.03,93.53,1,3,0.0,6,,,,10,174,UK,,109.0,5.0,6.7,,,,,,,,7.0,23.1,,,,,,,,,,,,,,,,,,,,,367,83,730,133,5,0,,,,,,,,2.0,F111FF,11AAAA1AAAAAAA,,,,0030KY,3,0,0,2,1,"(93, -19)",3,3.2,"    ,ENGLISH     ,SEBE, ESE     ,MODERATE BREEZES WITH SOME SQUALLS     ,PLEASANT WEATHER     ,    ,    ,   ,   "
1904,1795,10,16.0,6.0,-27.28,83.92,1,3,0.0,5,,,3.0,10,PC WALE 3,,,,,,,,,,,,,,19.4,,,,,,,,,,,,,,,,,,,,,402,73,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ3SUF,3,0,0,2,1,"(83, -28)",3,3.2,"FAIR,CLOUDY,,,,,,,,"
